Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
mb0ad9a9e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,RSD,860,937,31,31,"return ""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/"";","/* return ""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/""; */",untested,0
m6a3f17a7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,SKD,523,529,19,19,super.,,untested,0
m4486ae39,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,SLR,332,343,12,12,"""Echoforms""","""""",untested,0
m2569f236,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,SLR,345,351,12,12,"""ECHO""","""""",untested,0
me7b7e014,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,SLR,867,936,31,31,"""ipfs://bafybeia3kfwpeqqxpwimflmqclo3hwewa7ziueennq2wocj3nlvv34bq34/""","""""",untested,0
m2cb6f4bd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,TOR,539,549,19,19,msg.sender,tx.origin,untested,0
me265068e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,UORD,498,513,18,18,urrentTokenId++,urrentTokenId--,untested,0
mbde82d33,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,UORD,498,513,18,18,urrentTokenId++,"urrentTokenId ",untested,0
m5520c10f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,VVR,232,270,9,9,uint16 public constant MAX_SUPPLY = 10,uint16 internal constant MAX_SUPPLY = 10,untested,0
m051f980a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,VVR,232,270,9,9,uint16 public constant MAX_SUPPLY = 10,uint16 private constant MAX_SUPPLY = 10,untested,0
m6ee3696c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,VVR,276,304,10,10,uint16 public currentTokenId,uint16 internal currentTokenId,untested,0
m8b975294,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/simple-nft.sol,VVR,276,304,10,10,uint16 public currentTokenId,uint16 private currentTokenId,untested,0
m6f9e869e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,AOR,6761,6765,185,185," += "," -= ",untested,0
mec83bc89,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,AOR,6761,6765,185,185," += ","  = ",untested,0
m7e13e415,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,AOR,6761,6765,185,185," += "," /= ",untested,0
m07386d74,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,AOR,6761,6765,185,185," += "," *= ",untested,0
m4afea3d4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,AOR,6761,6765,185,185," += "," %= ",untested,0
mf1308e56,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,859,863,21,21,"  * ","  + ",untested,0
mc22bc25c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,859,863,21,21,"  * ","  - ",untested,0
me44ec5bd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,859,863,21,21,"  * ","  / ",untested,0
mb5aecc10,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,859,863,21,21,"  * ","  ** ",untested,0
ma37d6209,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,859,863,21,21,"  * ","  % ",untested,0
mdc747fee,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1327,1330,36,36," > "," >=  ",untested,0
mc3c47df7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1327,1330,36,36," > "," <=  ",untested,0
m541fb971,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1327,1330,36,36," > "," < ",untested,0
mcea7bf62,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1327,1330,36,36," > "," != ",untested,0
m48d6adcf,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1327,1330,36,36," > "," == ",untested,0
md5a54247,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1419,1422,37,37," / "," + ",untested,0
ma8777e32,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1419,1422,37,37," / "," - ",untested,0
m23667ae5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1419,1422,37,37," / "," * ",untested,0
mf712b9ae,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1419,1422,37,37," / "," ** ",untested,0
m61d8246f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1419,1422,37,37," / "," % ",untested,0
mc15a25e4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1406,1409,37,37," * "," + ",untested,0
m5609f1c5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1406,1409,37,37," * "," - ",untested,0
me9527626,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1406,1409,37,37," * "," / ",untested,0
mcb5aa353,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1406,1409,37,37," * "," ** ",untested,0
md0bc91f6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1406,1409,37,37," * "," % ",untested,0
m8ee26deb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1804,1807,49,49," > "," >=  ",untested,0
mee8ceab8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1804,1807,49,49," > "," <=  ",untested,0
m11765c11,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1804,1807,49,49," > "," < ",untested,0
medfd6207,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1804,1807,49,49," > "," != ",untested,0
m95f751b9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,1804,1807,49,49," > "," == ",untested,0
m95968fc9,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,2676,2679,74,74," < "," <= ",untested,0
mdca03495,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,2676,2679,74,74," < "," >=  ",untested,0
m397d3c00,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,2676,2679,74,74," < "," > ",untested,0
m0215fed2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,2676,2679,74,74," < "," != ",untested,0
m4c8ebebf,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,2676,2679,74,74," < "," == ",untested,0
m9b0266bb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,3303,3306,96,96," * "," + ",untested,0
mfec98b42,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,3303,3306,96,96," * "," - ",untested,0
ma2e4eaab,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,3303,3306,96,96," * "," / ",untested,0
mf964bd8c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,3303,3306,96,96," * "," ** ",untested,0
m37ccd225,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,3303,3306,96,96," * "," % ",untested,0
mfec50001,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4562,4566,133,133," == "," <= ",untested,0
m92c8356c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4562,4566,133,133," == "," >= ",untested,0
m80903ffd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4562,4566,133,133," == ","  < ",untested,0
ma470ab82,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4562,4566,133,133," == ","  > ",untested,0
m6978331d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4562,4566,133,133," == "," != ",untested,0
md421456c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4669,4673,134,134," == "," <= ",untested,0
me3e285a6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4669,4673,134,134," == "," >= ",untested,0
m3042beb3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4669,4673,134,134," == ","  < ",untested,0
m1f707289,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4669,4673,134,134," == ","  > ",untested,0
md55708e5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,4669,4673,134,134," == "," != ",untested,0
mdbbef621,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5203,5207,149,149," == "," <= ",untested,0
m485e623c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5203,5207,149,149," == "," >= ",untested,0
m9e5d1d84,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5203,5207,149,149," == ","  < ",untested,0
m38505e89,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5203,5207,149,149," == ","  > ",untested,0
m4113ee7a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5203,5207,149,149," == "," != ",untested,0
m1b649b96,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5289,5292,152,152," - "," + ",untested,0
me3e19033,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5289,5292,152,152," - "," * ",untested,0
m9195b657,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5289,5292,152,152," - "," / ",untested,0
mab2eb92b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5289,5292,152,152," - "," ** ",untested,0
m23d3bcd3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5289,5292,152,152," - "," % ",untested,0
m1ca6c97e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5355,5358,153,153," / "," + ",untested,0
m569fb8ed,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5355,5358,153,153," / "," - ",untested,0
m36809100,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5355,5358,153,153," / "," * ",untested,0
ma447d95a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5355,5358,153,153," / "," ** ",untested,0
m974aba7d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5355,5358,153,153," / "," % ",untested,0
m46a8808e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5340,5343,153,153," * "," + ",untested,0
mdb09bdca,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5340,5343,153,153," * "," - ",untested,0
m896e47e3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5340,5343,153,153," * "," / ",untested,0
m55c25eac,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5340,5343,153,153," * "," ** ",untested,0
mce9e52bb,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5340,5343,153,153," * "," % ",untested,0
m327b5c93,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5591,5595,158,158," == "," <= ",untested,0
mb49f1b6e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5591,5595,158,158," == "," >= ",untested,0
m155f1955,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5591,5595,158,158," == ","  < ",untested,0
m2f9cfcae,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5591,5595,158,158," == ","  > ",untested,0
mc1d7881b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5591,5595,158,158," == "," != ",untested,0
m2de40d3a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5827,5830,163,163," > "," >=  ",untested,0
m800604c2,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5827,5830,163,163," > "," <=  ",untested,0
m4c6a243a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5827,5830,163,163," > "," < ",untested,0
mc9451a1e,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5827,5830,163,163," > "," != ",untested,0
m2abab377,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,5827,5830,163,163," > "," == ",untested,0
m0ea1d6b5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6261,6264,174,174," > "," >=  ",untested,0
m2d45b628,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6261,6264,174,174," > "," <=  ",untested,0
mb17123b6,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6261,6264,174,174," > "," < ",untested,0
m8163bd9b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6261,6264,174,174," > "," != ",untested,0
m7c82dc34,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6261,6264,174,174," > "," == ",untested,0
mb5243ee7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6484,6488,180,180," == "," <= ",untested,0
me72f187f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6484,6488,180,180," == "," >= ",untested,0
md2864332,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6484,6488,180,180," == ","  < ",untested,0
m9183fc9d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6484,6488,180,180," == ","  > ",untested,0
mc21f4149,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6484,6488,180,180," == "," != ",untested,0
m4b894153,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6623,6626,183,183," > "," >=  ",untested,0
m8e9206c7,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6623,6626,183,183," > "," <=  ",untested,0
m63266930,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6623,6626,183,183," > "," < ",untested,0
m8c17457f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6623,6626,183,183," > "," != ",untested,0
mcb0ffe7c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6623,6626,183,183," > "," == ",untested,0
meccefa22,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6698,6701,184,184," - "," + ",untested,0
m520c2d4d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6698,6701,184,184," - "," * ",untested,0
mfdf0259f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6698,6701,184,184," - "," / ",untested,0
md8049c51,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6698,6701,184,184," - "," ** ",untested,0
me29d2ac8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6698,6701,184,184," - "," % ",untested,0
m37597f7b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6796,6799,185,185," / "," + ",untested,0
m08fc6970,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6796,6799,185,185," / "," - ",untested,0
m629e428b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6796,6799,185,185," / "," * ",untested,0
m094ec19b,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6796,6799,185,185," / "," ** ",untested,0
m3dfc41f4,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6796,6799,185,185," / "," % ",untested,0
mc0f60268,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6777,6780,185,185," * "," + ",untested,0
md613382f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6777,6780,185,185," * "," - ",untested,0
m24cbf736,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6777,6780,185,185," * "," / ",untested,0
m8e0a1000,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6777,6780,185,185," * "," ** ",untested,0
me21e0732,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,6777,6780,185,185," * "," % ",untested,0
md438d26c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,7149,7152,193,193," * "," + ",untested,0
m059b56cd,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,7149,7152,193,193," * "," - ",untested,0
m0094a584,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,7149,7152,193,193," * "," / ",untested,0
meeac7c60,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,7149,7152,193,193," * "," ** ",untested,0
ma4459486,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,BOR,7149,7152,193,193," * "," % ",untested,0
ma5bb93a0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CCD,874,924,23,23,constructor(address deployer) Ownable(deployer) {},,untested,0
me9f751e3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CCD,2433,2483,68,68,constructor(address deployer) Ownable(deployer) {},,untested,0
m02d805c8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CCD,3539,3730,103,106,"constructor(address initialOwner, address token, address nft) Ownable(initialOwner) {        _token = StakingVisageToken(payable(token));        _nft = StakingVisageNFT(payable(nft));    }",,untested,0
m8d1f073a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CSC,5183,5208,149,149,stakeInfo.whenStaked == 0,true,untested,0
m1613e798,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CSC,5183,5208,149,149,stakeInfo.whenStaked == 0,false,untested,0
m392b18e5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CSC,5821,5831,163,163,reward > 0,true,untested,0
m8e131b29,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,CSC,5821,5831,163,163,reward > 0,false,untested,0
m004f0905,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,DLR,2886,2899,80,80,string memory,string storage,untested,0
m9a6ac41c,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,DLR,5128,5151,148,148,Stake storage stakeInfo,Stake memory stakeInfo,untested,0
m545dc965,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,DLR,5517,5540,157,157,Stake storage stakeInfo,Stake memory stakeInfo,untested,0
m1cc364f3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,DLR,6410,6433,179,179,Stake storage stakeInfo,Stake memory stakeInfo,untested,0
ma6408a06,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,DOD,5748,5770,162,162,delete stakes[tokenID],stakes[tokenID],untested,0
m4a5ca0e8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EED,1180,1217,31,31,"emit Received(msg.sender, msg.value);","/* emit Received(msg.sender, msg.value); */",untested,0
m2dddd11d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EED,1439,1496,38,38,"emit Mint(buyer, msg.value, tokensToMint, totalSupply());","/* emit Mint(buyer, msg.value, tokensToMint, totalSupply()); */",untested,0
m34870cc3,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EED,4957,4984,143,143,"emit Staked(from, tokenID);","/* emit Staked(from, tokenID); */",untested,0
mbd7c64c0,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EED,6093,6128,170,170,"emit Unstaked(msg.sender, tokenID);","/* emit Unstaked(msg.sender, tokenID); */",untested,0
m55c0346f,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EED,6932,6980,187,187,"emit RewardClaimed(msg.sender, tokenID, reward);","/* emit RewardClaimed(msg.sender, tokenID, reward); */",untested,0
ma90dc119,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,1126,1135,28,28,revert();,/* revert(); */,untested,0
maaf9cb4d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,1310,1359,36,36,"require(msg.value > 0, ""send eth to buy tokens"");","/* require(msg.value > 0, ""send eth to buy tokens""); */",untested,0
mdd12e0da,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,1790,1833,49,49,"require(amount > 0, ""Nothing to withdraw"");","/* require(amount > 0, ""Nothing to withdraw""); */",untested,0
mc0d4bf2d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,1926,1962,51,51,"require(success, ""withdraw failed"");","/* require(success, ""withdraw failed""); */",untested,0
md412ecb8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,2518,2527,70,70,revert();,/* revert(); */,untested,0
m5c18828d,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,2564,2573,71,71,revert();,/* revert(); */,untested,0
md083ae2a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,2657,2714,74,74,"require(tokenSupply < MAX_SUPPLY, ""no more NFT to mint"");","/* require(tokenSupply < MAX_SUPPLY, ""no more NFT to mint""); */",untested,0
m0c403236,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,3969,3978,112,112,revert();,/* revert(); */,untested,0
m1d441151,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,4014,4023,113,113,revert();,/* revert(); */,untested,0
m7ae56627,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,4544,4626,133,133,"require(msg.sender == address(_nft), ""only our NFT smart contract can call back"");","/* require(msg.sender == address(_nft), ""only our NFT smart contract can call back""); */",untested,0
m13945f5a,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,4635,4698,134,134,"require(stakes[tokenID].whenStaked == 0, ""NFT already staked"");","/* require(stakes[tokenID].whenStaked == 0, ""NFT already staked""); */",untested,0
mcb3ee5ab,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,5568,5637,158,158,"require(stakeInfo.owner == msg.sender, ""only the owner can unstake"");","/* require(stakeInfo.owner == msg.sender, ""only the owner can unstake""); */",untested,0
maccf1c52,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,6227,6285,174,174,"require(stakes[tokenID].whenStaked > 0, ""NFT not staked"");","/* require(stakes[tokenID].whenStaked > 0, ""NFT not staked""); */",untested,0
m3d6c9e30,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,6461,6539,180,180,"require(stakeInfo.owner == msg.sender, ""only the owner can withdraw rewards"");","/* require(stakeInfo.owner == msg.sender, ""only the owner can withdraw rewards""); */",untested,0
m8acfe9aa,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,6609,6652,183,183,"require(reward > 0, ""no rewards to claim"");","/* require(reward > 0, ""no rewards to claim""); */",untested,0
mea47ab29,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,EHC,7079,7205,192,195,"require(            _token.transferFrom(msg.sender, address(this), 10 * 1e18),            ""Token transfer failed""        );","/* require(            _token.transferFrom(msg.sender, address(this), 10 * 1e18),            ""Token transfer failed""        ); */",untested,0
ma53e09f8,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,ETR,1861,1916,50,50,"payable(owner()).call{value: address(this).balance}("""")","payable(owner()).delegatecall("""")",untested,0
mc3b2f427,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,ETR,1861,1916,50,50,"payable(owner()).call{value: address(this).balance}("""")","payable(owner()).staticcall("""")",untested,0
m7347d0af,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,FVR,1255,1300,35,35,"function mint(address buyer) public payable  ","function mint(address buyer) external payable  ",untested,0
mdd55e3a5,/Users/davidroman/Documents/code/github/metana-bootcamp/module-4/contracts/m2/staking.sol,FVR,1568,1636,43,43,"function mintToken(address minter, uint256 tokens) public onlyOwner ","function mintToken(address minter, uint256 tokens) external onlyOwner ",untested,0
